local_name,address,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,apto_sillas_de_ruedas,atmosfera_agradable,apto_grupos_grandes,solo_efectivo,state,City
Sabores latinos,"Sabores latinos, 14145 SW 142nd Ave, Miami, FL 33186",0x88d9c1889558028d:0xc5d80c56f93ba39e,25.6360192,-80.4226462,"Nicaraguan restaurant, Delivery Restaurant",4.6,58,1,1,0,0,FL,Miami
Lee's Deli Market Sushi,"Lee's Deli Market Sushi, 28 SE 1st Ave, Miami, FL 33131",0x88d9b69e0f7da63b:0x4a1cf6a01d503369,25.7736307,-80.1919791,"Oriental goods store, Sushi restaurant",4.7,6,1,0,0,0,FL,Miami
Sabrocito corp,"Sabrocito corp, 11640 Quail Roost Dr, Miami, FL 33157",0x88d9c30159a63a2b:0x464538ee380a1225,25.590319299999997,-80.3798882,Cuban restaurant,5.0,1,1,1,0,0,FL,Miami
Rincon Caribeno,"Rincon Caribeno, 11180 W Flagler St, Miami, FL 33174",0x88d9bf280d7c90a7:0xed05e00344fbe5e2,25.7680212,-80.3762636,"Cuban restaurant, Mexican restaurant",4.0,14,1,1,1,0,FL,Miami
Fonda Sabaneta,"Fonda Sabaneta, 10855 SW 72nd St #47, Miami, FL 33173",0x88d9c1d3939d3883:0x407f9a30fd01a9f7,25.702202699999997,-80.36989969999999,Colombian restaurant,4.9,98,1,1,1,0,FL,Miami
Havanos Cafe,"Havanos Cafe, 14417 SW 42nd St, Miami, FL 33175",0x88d9bf6921283a37:0x70603eb34c5857f5,25.729433399999998,-80.4281804,Cuban restaurant,4.9,38,1,1,1,0,FL,Miami
China Buffet,"China Buffet, 11379 SW 40th St, Miami, FL 33165",0x88d9bf5ad06adc7f:0x9eb026b7e15c9e90,25.7337353,-80.37916299999999,"Chinese restaurant, Buffet restaurant, Restaurant",2.6,68,1,1,1,0,FL,Miami
The Seafood Bar & Market,"The Seafood Bar & Market, 2001 Biscayne Blvd, Miami, FL 33137",0x88d9b7d53f6a8ce7:0x8ceb6e9f3e6dd368,25.7952332,-80.1887983,Restaurant,4.4,8,1,1,1,0,FL,Miami
Gordon Biersch,"Gordon Biersch, 1201 Brickell Ave # 1, Miami, FL 33131",0x88d9b6816f200f7f:0x19f237dff905ca6b,25.7619527,-80.1914567,"Bar, American restaurant, Restaurant",3.6,8,1,1,1,0,FL,Miami
Un Believe A Bowl,"Un Believe A Bowl, 14621 SW 56th St, Miami, FL 33175",0x88d9c11019dc13cf:0xe19d1999d606306c,25.7139618,-80.4295851,Restaurant,5.0,18,1,1,1,0,FL,Miami
Mexico1810 Taqueria,"Mexico1810 Taqueria, 1778 NW 36th St, Miami, FL 33142",0x88d9b1d2125e8d39:0x568e1adb5662943,25.8092905,-80.2254979,Mexican restaurant,4.7,6,1,1,1,1,FL,Miami
Chatos Night Club,"Chatos Night Club, 2917 NW 7th St, Miami, FL 33125",0x88d9b719c26d0a43:0x7299af59d39b2297,25.779690199999997,-80.24229629999999,"Night club, Bar, Dance club, Latin American restaurant, Restaurant",3.9,68,1,1,1,0,FL,Miami
Umami Burger,"Umami Burger, 1324 SW 1st Ave, Miami, FL 33130",0x88d9b7927ee3e477:0xf9fb87037179b1af,25.7610063,-80.1949526,Hamburger restaurant,2.1,38,1,1,1,0,FL,Miami
ZZ's Club,"ZZ's Club, 151 NE 41st St Suite 117, Miami, FL 33137",0x88d9b128716dbab3:0x51891a87c7edc357,25.814406299999998,-80.1920834,Restaurant,4.6,8,1,1,1,0,FL,Miami
Rocco's Pizza Lounge,"Rocco's Pizza Lounge, 8865 SW 72nd Pl, Miami, FL 33156",0x88d9c651848d623d:0xf65c44de0e9b095e,25.6878288,-80.312731,"Restaurant, Pizza restaurant",4.3,3,1,1,1,0,FL,Miami
Exito Cafe,"Exito Cafe, 2336 NW 7th St, Miami, FL 33125",0x88d9b71e459b9d89:0x6b20be5ddf043439,25.779485899999997,-80.2339922,"Cuban restaurant, Banquet hall",4.0,35,1,1,1,0,FL,Miami
Mana Poke Downtown Miami,"Mana Poke Downtown Miami, 888 Biscayne Blvd CU1A, Miami, FL 33132",0x88d9b78c9b696ecf:0xb8418f337b696553,25.7821082,-80.1902764,"Asian fusion restaurant, Hawaiian restaurant, Restaurant, Seafood restaurant, Sushi restaurant",4.9,28,1,1,1,0,FL,Miami
Miami Smokers Express,"Miami Smokers Express, 1000 S Miami Ave, Miami, FL 33130",0x88d9b6840cefb955:0x943787f4daeeda0,25.7642845,-80.1935585,"Restaurant, American restaurant",5.0,2,1,1,1,0,FL,Miami
Subway,"Subway, 7500 NW 25th St Suite 107, Miami, FL 33122",0x88d9b99dad3337b9:0x9c1b2358bdf46fc,25.796242499999998,-80.3198609,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.8,38,1,1,1,0,FL,Miami
Caviar Russe Miami,"Caviar Russe Miami, 1441 Brickell Ave Ground Lobby at the Four Seasons Tower, Miami, FL 33131",0x88d9b7e0ed8cdff9:0xfc0b40b34b86f69d,25.758689,-80.19142959999999,"Fine dining restaurant, Gourmet grocery store",4.4,7,1,1,1,0,FL,Miami
HotLime Tacos & Ceviches - MIA Market,"HotLime Tacos & Ceviches - MIA Market, 140 NE 39th St STE 241, Miami, FL 33137",0x88d9abc90f605ab7:0x773b4979c6d774a9,25.8122458,-80.1914912,"Mexican restaurant, Seafood restaurant, Taco restaurant",4.1,18,1,1,1,0,FL,Miami
Caffé Paradiso Miami,"Caffé Paradiso Miami, 114 NE 20th Terrace, Miami, FL 33137",0x88d9b7d591e60669:0xd36cf00540e1407d,25.795828,-80.1923231,Italian restaurant,5.0,2,1,1,1,0,FL,Miami
Zing Restaurant & Wine Bar,"Zing Restaurant & Wine Bar, 97 NW 25th St STE 101, Miami, FL 33127",0x88d9b6ada6c729d3:0x7e9f7d754ff50132,25.8009724,-80.1968581,"Asian fusion restaurant, Wine bar",4.0,1,1,0,1,0,FL,Miami
Wynwood Gardens,"Wynwood Gardens, 2038 NW 5th Pl, Miami, FL 33127",0x88d9b6b6d51d7383:0x6a56be32436a175f,25.7956918,-80.2045581,Restaurant,4.1,8,1,1,1,0,FL,Miami
K BAB,"K BAB, 8888 SW 136th St, Miami, FL 33176",0x88d9c75183f0e43b:0xffd9377cd2fd9fc0,25.6458369,-80.3398814,Restaurant,4.8,54,1,1,1,0,FL,Miami
El Emperador Fish Market,"El Emperador Fish Market, 799 SW 73rd Ct, Miami, FL 33144",0x88d9b8536c585c9f:0x8e13bfdc53347c6,25.763301799999997,-80.314436,Restaurant,4.5,8,1,1,1,0,FL,Miami
Restaurant Peruano,"Restaurant Peruano, SW 34th Ave, Miami, FL 33145",0x88d9b7a350097677:0xa98ec6a131ded287,25.7498653,-80.24948859999999,Restaurant,4.3,8,1,1,1,0,FL,Miami
Jon Smith Subs,"Jon Smith Subs, 161 SE 1st St, Miami, FL 33131",0x88d9b69c339147f1:0x3f5b188eacdddf61,25.773599899999997,-80.19060329999999,"Sandwich shop, American restaurant, Caterer, Cheesesteak restaurant, Deli, Fast food restaurant, Restaurant",4.4,36,1,1,1,0,FL,Miami
Doma Polo Bistro,"Doma Polo Bistro, 900 Biscayne Blvd, Miami, FL 33132",0x88d9b6a0ff51f367:0x416789a038377802,25.7834355,-80.190181,"Argentinian restaurant, Steak house",3.7,3,1,0,1,0,FL,Miami
Sushi-Mee,"Sushi-Mee, 8228 W Flagler St, Miami, FL 33144",0x88d9b903ae95294d:0xf20922a74306cec8,25.7689238,-80.3286845,Sushi restaurant,4.8,5,1,1,1,0,FL,Miami
Taqueria los Jalapenos,"Taqueria los Jalapenos, 14264 SW 8th St, Miami, FL 33184",0x88d9bff35106808f:0xb08c732bdfec9983,25.760502199999998,-80.425775,Mexican restaurant,4.7,8,1,1,1,0,FL,Miami
Pizzas Buenas,"Pizzas Buenas, 11300 Quail Roost Dr, Miami, FL 33157",0x88d9c38ff95aaaab:0xa19e72773579cd74,25.593883599999998,-80.3766084,Pizza restaurant,4.6,8,1,1,1,0,FL,Miami
Mr Ceviche Peruvian Restaurant,"Mr Ceviche Peruvian Restaurant, 2001 Biscayne Blvd, Miami, FL 33137",0x88d9b7b1f1f6b0f5:0xe7f88d3def8e2e1,25.7952598,-80.1888439,"Peruvian restaurant, Latin American restaurant",4.5,88,1,1,1,0,FL,Miami
SHAWARMA XPRESS FOOD TRUCK,"SHAWARMA XPRESS FOOD TRUCK, 6475 NW 87th Ave, Miami, FL 33178",0x88d9bb3bcd376597:0x251970309ce0f433,25.831974199999998,-80.3376297,Restaurant,4.4,17,1,0,1,0,FL,Miami
Conos Miami,"Conos Miami, 150 NW 24th St, Miami, FL 33127",0x88d9b5d6e8db4665:0x817cd680a5eb94e,25.7997008,-80.19783679999999,Restaurant,4.9,97,1,0,1,0,FL,Miami
Corvina House,"Corvina House, 7844 Coral Way, Miami, FL 33155",0x88d9b9487fae5d61:0xf387622786666de7,25.747607,-80.3230732,Restaurant,4.5,24,1,1,1,0,FL,Miami
Pan Pa Ya,"Pan Pa Ya, 26 SW 8th St, Miami, FL 33130",0x88d9b6848f619d39:0x1c8e15cd5d08c8e7,25.7660563,-80.193649,"Colombian restaurant, Latin American restaurant",2.4,24,0,0,0,0,FL,Miami
Fritanga el Torito,"Fritanga el Torito, 12891 SW 42nd St, Miami, FL 33175",0x88d9bf7c73656ea9:0x4e02b4fe03f53ff5,25.7302701,-80.4034424,Nicaraguan restaurant,3.0,4,0,0,0,0,FL,Miami
La Pupusa Factory,"La Pupusa Factory, 1947 W Flagler St, Miami, FL 33135",0x88d9b6e36c859cb3:0xa9a5e651a22e92a3,25.7728562,-80.22781429999999,"Salvadoran restaurant, Restaurant",3.3,8,0,0,0,0,FL,Miami
Subway,"Subway, 8352 Mills Dr, Miami, FL 33183",0x88d9c0c3a05a45df:0xb3d1f93ccfb2da60,25.6898643,-80.38809619999999,"Sandwich shop, Fast food restaurant, Takeout Restaurant, Restaurant",3.4,26,0,0,0,0,FL,Miami
Poké At Woodfers Cafe,"Poké At Woodfers Cafe, 2000 NW 2nd Ave #4825, Miami, FL 33127",0x88d9b6b1d39ca57b:0x2640448f845f8d39,25.795732899999997,-80.19906,Hawaiian restaurant,3.7,16,1,0,1,0,FL,Miami
Dr.Limon Express,"Dr.Limon Express, 5701 Sunset Dr #194, Miami, FL 33143",0x88d9c7a2511ab00d:0xa7b005216bc417af,25.7053567,-80.286355,Restaurant,3.7,7,1,0,1,0,FL,Miami
La Paisana Restaurant,"La Paisana Restaurant, 200 NW 8th Ave A, Miami, FL 33128",0x88d9b6949c4248cd:0x402a1ac167dd6a42,25.7757728,-80.2079479,Honduran restaurant,3.8,17,0,0,0,0,FL,Miami
Subway,"Subway, 10728 NW 74th St Unit #5, Miami, FL 33185",0x88d9bc74bd3d15b9:0x238ad8199b7638cf,25.8393031,-80.37121359999999,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.8,44,0,0,0,0,FL,Miami
Kurvan Wynwood,"Kurvan Wynwood, 2250 NW 2nd Ave, Miami, FL 33127",0x88d9b7bb530a5703:0x23d61d42a5c98ad0,25.7987371,-80.1995963,Fast food restaurant,3.8,4,0,0,0,0,FL,Miami
Charcoal Garden Bar + Grill,"Charcoal Garden Bar + Grill, 82 NW 29th St, Miami, FL 33127",0x88d9b6ad31abd709:0xe0484c86b6a08d31,25.803628,-80.19673399999999,"Bar & grill, Restaurant",3.9,44,0,0,0,0,FL,Miami
Casa Bakery,"Casa Bakery, 8100 SW 8th Ct, Miami, FL 33144",0x88d9b8fe9eb00059:0x5a5dba5bbd824eb2,25.7619583,-80.3265761,Pizza restaurant,4.0,3,0,0,0,0,FL,Miami
Instant Zen nail bar & Day Spa,"Instant Zen nail bar & Day Spa, 13500 SW 88th St STE 291, Miami, FL 33186",0x88d9c0565fe0f095:0x9c679464b9038abe,25.6847171,-80.4139786,"Bar & grill, Shopping mall",4.1,8,0,0,0,0,FL,Miami
Di Pompei,"Di Pompei, 626 S Miami Ave, Miami, FL 33130",0x88d9b684a4438927:0xf4a34be7784af9eb,25.7678212,-80.193551,"Pizza restaurant, Beer garden, Cocktail bar, Hookah bar, Live music bar, Live music venue, Pizza delivery",4.1,68,1,0,1,0,FL,Miami
Havana Rick's Cafe Restaurant,"Havana Rick's Cafe Restaurant, 1311 SW 107th Ave, Miami, FL 33174",0x88d9bf32f23fb171:0xc56d0401406f31e0,25.756518999999997,-80.3674327,"Cuban restaurant, Venezuelan restaurant",4.1,47,1,0,0,0,FL,Miami
Mia Cafe,"Mia Cafe, 2691 NE 203rd St, Miami, FL 33180",0x88d9ac5e060d9e6b:0x3e583d42bfe7c999,25.964112999999998,-80.14822199999999,"Sandwich shop, Coffee shop, Delivery Restaurant",4.2,28,1,0,0,1,FL,Miami
Hobart Service,"Hobart Service, 9100 NW 7th Ave, Miami, FL 33150",0x88d9b1a2065a972f:0xbdf3ff4b6121b83f,25.858396,-80.21002899999999,"Appliance repair service, Appliance parts supplier, Kitchen supply store, Restaurant supply store, Store",4.3,15,1,0,0,0,FL,Miami
Olive Tree Market,"Olive Tree Market, 9724 SW 168th St, Miami, FL 33157",0x88d9c56339d1d697:0xa3f49f6e1d892991,25.613502,-80.3498616,"Grocery store, Asian grocery store, Indian grocery store, Israeli restaurant, Korean grocery store, Kosher grocery store, Middle Eastern restaurant",4.3,7,1,0,0,0,FL,Miami
Pasilla Tacos,"Pasilla Tacos, 56 NW 29th St #3928, Miami, FL 33127",0x88d9b6ad2e674aeb:0x9dab3d3da0f10ee8,25.8036815,-80.19642069999999,Mexican restaurant,4.3,26,1,0,1,0,FL,Miami
TEMPORARILY CLOSED DUE TO FIRE The Olde River Pizzeria & Tavern,"TEMPORARILY CLOSED DUE TO FIRE The Olde River Pizzeria & Tavern, 620 NE 78th St, Miami, FL 33138",0x88d9b3d45a07e41f:0x7a50b9b9f5ea6018,25.846792999999998,-80.184015,Restaurant,4.4,7,1,0,1,0,FL,Miami
L'Entrecote de Paris,"L'Entrecote de Paris, 1053 SE 1st Ave, Miami, FL 33131",0x88d9b683f173090b:0xa8a6573f4a20c82f,25.763314899999997,-80.1922682,"French restaurant, Bistro, French steakhouse restaurant",4.4,8,1,0,0,0,FL,Miami
NIDO Mozzarella Bar,"NIDO Mozzarella Bar, 11052 Biscayne Blvd, Miami, FL 33161",0x88d9b21465888881:0xf1c97faf98b455ad,25.877391,-80.1686618,Italian restaurant,4.5,28,1,0,1,0,FL,Miami
Epicerie Art Cafe,"Epicerie Art Cafe, 195 NW 36th St, Miami, FL 33127",0x88d9b14e071e2a93:0x14df40478dceb05b,25.8105324,-80.1990691,Restaurant,4.5,58,0,0,1,0,FL,Miami
Kitchen Grill,"Kitchen Grill, 8444 SW 8th St, Miami, FL 33144",0x88d9b8e34a8b1d1b:0x7b6a73e13ad8b5ee,25.761601,-80.33330029999999,Restaurant,4.6,7,0,0,0,0,FL,Miami
Casabe 305 Bistro,"Casabe 305 Bistro, 1762 Coral Way, Miami, FL 33145",0x88d9b650fbe37305:0x5b1f9f169bb15f,25.750557,-80.223483,"Venezuelan restaurant, Restaurant",4.6,68,0,0,0,0,FL,Miami
Dom Black Miami,"Dom Black Miami, 315 NW 25th St, Miami, FL 33127",0x88d9b7c8575f371d:0x63f2a0472e91f5d1,25.800858299999998,-80.2014227,"Hamburger restaurant, Beer garden, Delivery service",4.6,8,1,0,0,0,FL,Miami
Mighty's Kitchen,"Mighty's Kitchen, 17640 Homestead Ave #5340, Miami, FL 33157",0x88d9c412a4e7bccd:0x28ec2d5c6e5489c4,25.6047969,-80.354098,Seafood restaurant,4.6,8,0,0,0,0,FL,Miami
Clean Meals Miami,"Clean Meals Miami, 235 Park Blvd, Miami, FL 33126",0x88d9b68263bd6f89:0x10f5cd4fb273c87,25.772645299999997,-80.3264641,Delivery Restaurant,4.7,98,1,0,0,0,FL,Miami
Carvel,"Carvel, 14740 SW 56th St, Miami, FL 33185",0x88d9c06d507963d7:0x641515e1c382ff4f,25.7129735,-80.4321164,"Ice cream shop, Bakery, Cake shop, Dessert restaurant, Dessert shop",4.7,58,1,0,0,0,FL,Miami
Jackson Bros ice cream,"Jackson Bros ice cream, 401 NW 12th St #101, Miami, FL 33136",0x88d9b6bbd6c699b1:0x5c833f08f3a5bdd9,25.7858686,-80.2011327,"Ice cream shop, Hamburger restaurant",4.7,38,1,0,0,0,FL,Miami
Real Meals,"Real Meals, 196 NW 36th St, Miami, FL 33127",0x88d9b18824f729cb:0xec918ef6eae98f9b,25.810157699999998,-80.1992533,"Delivery Restaurant, Delivery service, Health food store",4.7,8,0,0,0,0,FL,Miami
Estela's Seafood and Sports Bar,"Estela's Seafood and Sports Bar, 10855 SW 72nd St UNIT 1-5, Miami, FL 33173",0x88d9c0b4f8bbd615:0x37f1d73fc53beebf,25.7018892,-80.3684959,Restaurant,4.8,15,0,0,1,1,FL,Miami
Pairings by Tomas Cuadrado Restaurant,"Pairings by Tomas Cuadrado Restaurant, 900 Biscayne Blvd #105, Miami, FL 33132",0x88d9b7a0a2f18521:0xdc8ad0942591be79,25.783461,-80.1899493,"Restaurant, Fine dining restaurant, Spanish restaurant, Wine bar",4.9,34,1,0,1,0,FL,Miami
Bucks Crepes,"Bucks Crepes, 600 NW 1st Ave, Miami, FL 33136",0x88d9b79f8b5c0c29:0xa81120aaeed92be3,25.779836,-80.1956711,"Crêperie, Dessert restaurant, French restaurant",4.9,37,1,0,1,0,FL,Miami
Chin De To Miami,"Chin De To Miami, 3000 N Miami Ave, Miami, FL 33127",0x88d9b1816ab0d315:0x3d44869d53356567,25.8054241,-80.19545149999999,"Fast food restaurant, Dominican restaurant, Sushi restaurant",5.0,8,1,0,0,0,FL,Miami
Orchid Sushi By Obba,"Orchid Sushi By Obba, 1605 SW 8th St, Miami, FL 33135",0x88d9b7420a90120d:0xbcb4a88e2da3fbaf,25.765849199999998,-80.2213448,Sushi restaurant,5.0,1,1,0,1,0,FL,Miami
Tanelus Caribbean Food,"Tanelus Caribbean Food, 3015 NW 79th St, Miami, FL 33147",0x88d9b0f13f000001:0xce247ffe7b8d7986,25.8472759,-80.2472915,Caribbean restaurant,5.0,2,0,0,0,0,FL,Miami
Panda Express,"Panda Express, 1850 NW 117th Pl Unit 301, Miami, FL 33182",0x88d9bf0226296dd5:0x2b13ee85e899c0c4,25.7913209,-80.38703799999999,"Chinese restaurant, Restaurant",3.1,18,1,1,0,0,FL,Miami
Villa Fresh Italian Kitchen,"Villa Fresh Italian Kitchen, 7501 SW 88th St, Miami, FL 33156",0x88d9c7a3b072e36b:0x9c0745738932dee,25.691264,-80.313746,"Pizza restaurant, Caterer, Delivery service, Italian restaurant, Pasta shop, Restaurant, Salad shop",3.3,18,0,1,0,0,FL,Miami
Daily Melt,"Daily Melt, 3401 N Miami Ave, Miami, FL 33127",0x88d9b153d9afd08d:0xfcd45d0c4f6c2e5b,25.809304599999997,-80.1936717,"Sandwich shop, Breakfast restaurant, Takeout Restaurant, Restaurant",3.3,4,1,1,1,0,FL,Miami
Chili's,"Chili's, 12750 SW 152nd St, Miami, FL 33177",0x88d9c39293122403:0xc080aaf5566201f1,25.6260563,-80.39622659999999,Restaurant,3.4,7,1,1,1,0,FL,Miami
Coral Cafe,"Coral Cafe, 5101 Blue Lagoon Dr, Miami, FL 33126",0x88d9b9df19df1001:0x97711e5a241d591c,25.7820158,-80.27866399999999,Breakfast restaurant,3.5,25,1,1,1,0,FL,Miami
Subway,"Subway, 8400 Coral Way, Miami, FL 33165",0x88d9b9ddefa3b34f:0xc6503d556b36a2fa,25.7458295,-80.33207929999999,Fast food restaurant,3.5,4,1,1,1,0,FL,Miami
La Carreta - Inside Mercy Hospital,"La Carreta - Inside Mercy Hospital, 3663 S Miami Ave, Miami, FL 33133",0x88d9b745a092350d:0xff8ccd0882dc072c,25.7400472,-80.2138245,Restaurant,3.6,8,1,1,1,0,FL,Miami
Dos Frijoles y un Cubano,"Dos Frijoles y un Cubano, 12895 SW 87th Ave, Miami, FL 33176",0x88d9c7bb7e93bd0b:0xfa932a639181eca8,25.6502025,-80.3340606,Restaurant,3.7,3,1,1,0,0,FL,Miami
Elwoods Gastro Pub,"Elwoods Gastro Pub, 188 NE 3rd Ave, Miami, FL 33132",0x88d9b69e3ecdba9f:0xec74b22462754ea7,25.7760023,-80.18885,"Pub, Hamburger restaurant, Restaurant, Wine bar",3.8,16,1,1,1,0,FL,Miami
Flagler Charbroiled Hamburger,"Flagler Charbroiled Hamburger, 7795 W Flagler St, Miami, FL 33144",0x88d9b90773621b79:0xfb58fbe48cee33b7,25.773548599999998,-80.32237429999999,"Hamburger restaurant, Restaurant",3.8,16,1,1,1,0,FL,Miami
The Mayhaw,"The Mayhaw, 0131240300100, Miami, FL 33137",0x88d9b1afad317bad:0x1af374efa9df9c55,25.8123185,-80.191559,Restaurant,3.8,4,1,1,1,0,FL,Miami
The Dirty Burgers,"The Dirty Burgers, 151 NW 24th St Unit 105, Miami, FL 33127",0x88d9b7d7df698939:0x2d0008a2a28b03d1,25.8001819,-80.1981855,"Restaurant, Hamburger restaurant",3.9,27,1,1,1,0,FL,Miami
Los Jarritos Restaurant,"Los Jarritos Restaurant, 2189 SW 1st St, Miami, FL 33135",0x88d9b6e2caf0c8a1:0x6fc3e7b9e5f2f6b,25.7715775,-80.2307867,Mexican restaurant,4.0,76,1,1,1,0,FL,Miami
Marina's Bar & Grill,"Marina's Bar & Grill, Biscayne Blvd Way, Miami, FL 33130",0x88d9b69fc92628e5:0x8cfd82e7c5cba070,25.7777897,-80.18859719999999,Bar & grill,4.1,14,1,1,1,0,FL,Miami
Kelly's Cajun Grill,"Kelly's Cajun Grill, 7501 N Kendall Dr, Miami, FL 33156",0x88d9c7a3b0055287:0xc4b44cae3464f7ea,25.691267,-80.313689,"Cajun restaurant, Restaurant",4.1,37,1,1,1,0,FL,Miami
Empire Pizzas & Wings,"Empire Pizzas & Wings, 980 NW 36th St, Miami, FL 33127",0x88d9b1b69513db5f:0x3724aa58379b4c37,25.8097989,-80.2114142,Pizza restaurant,4.1,53,1,1,0,0,FL,Miami
Krispy Krunchy Chicken @ Caraf Market 6151,"Krispy Krunchy Chicken @ Caraf Market 6151, 6151 NW 32nd Ave, Miami, FL 33142",0x88d9b197f4bb5c59:0x8dd4fdc9b1fbb0a9,25.830711899999997,-80.248902,"Fast food restaurant, Cajun restaurant, Chicken restaurant, Chicken wings restaurant, Fried chicken takeaway",4.2,25,1,1,0,0,FL,Miami
Tropical Perk Cafeteria,"Tropical Perk Cafeteria, 2000 S Dixie Hwy, Miami, FL 33133",0x88d9b64c24bac937:0xcef48ca51053ed8,25.743672699999998,-80.2266961,"Cuban restaurant, Cafe, Latin American restaurant",4.2,14,1,1,0,0,FL,Miami
La Feria del Mercado de San Miguel,"La Feria del Mercado de San Miguel, 301 Biscayne Blvd, Miami, FL 33132",0x88d9b420803c3369:0xc89b19d4bd0e20c4,25.777072999999998,-80.187445,Spanish restaurant,4.2,15,1,1,1,0,FL,Miami
La Esquina Tropical,"La Esquina Tropical, 1060 SW 8th St, Miami, FL 33130",0x88d9b6f3a073195f:0x8fb7f1b0d30816f6,25.765686,-80.212594,"Cuban restaurant, Latin American restaurant",4.2,78,1,1,0,0,FL,Miami
Taquería Guadalupana (food truck),"Taquería Guadalupana (food truck), 1550 NW 17th Ave, Miami, FL 33125",0x88d9b6fa352a465b:0x5a6b715387e85f41,25.7894912,-80.2233885,Fast food restaurant,4.3,44,1,1,1,0,FL,Miami
La Gata Cafeteria,"La Gata Cafeteria, 4329 SW 75th Ave, Miami, FL 33155",0x88d9b87cafd489dd:0x79eaa5b7c2c0be61,25.729633699999997,-80.3167765,Cuban restaurant,4.3,28,0,1,1,0,FL,Miami
Alegria Nica,"Alegria Nica, 140 SW 16th Ave, Miami, FL 33135",0x88d9b6e55a1210cd:0x9bb7ef9459592f1e,25.7714696,-80.2213945,Restaurant,4.3,28,1,1,1,0,FL,Miami
MADE IN ITALY FOOD TRUCK,"MADE IN ITALY FOOD TRUCK, 2875 NE 2nd Ave, Miami, FL 33137",0x88d9b5436ab2dfaf:0x76fdc23bad198b4f,25.8040043,-80.1907975,Italian restaurant,4.3,104,1,1,1,0,FL,Miami
Polaris Cafeteria,"Polaris Cafeteria, 1153 NW 22nd Ave, Miami, FL 33125",0x88d9b6dfedb361e3:0xad6b8ff98b6ce51d,25.783516199999998,-80.2303075,Salvadoran restaurant,4.4,68,0,1,1,1,FL,Miami
Kaori Miami,"Kaori Miami, 871 S Miami Ave, Miami, FL 33130",0x88d9b728a07a42fb:0xf472563f695f1c86,25.7657933,-80.1932282,Asian fusion restaurant,4.4,38,1,1,1,0,FL,Miami
Sushi Maki (Dadeland),"Sushi Maki (Dadeland), 6661 S Dixie Hwy, Miami, FL 33143",0x88d9c746a2cabce1:0x2dea3824848da787,25.693962,-80.3007224,"Sushi restaurant, Chinese restaurant, Japanese restaurant, Sushi takeaway",4.4,38,1,1,1,0,FL,Miami
BBQ RANCH EDNAMAR,"BBQ RANCH EDNAMAR, 3690 NW 54th St, Miami, FL 33142",0x88d9b0b8f8e30839:0x396d10d69dc069be,25.8230036,-80.2567538,Barbecue restaurant,4.4,58,1,1,1,0,FL,Miami
Tia Cacha Cafe,"Tia Cacha Cafe, 7241 Coral Way, Miami, FL 33155",0x88d9b85b784b02cf:0x9d1fb2e5a0a1b216,25.7484358,-80.3126719,Restaurant,4.4,76,1,1,1,0,FL,Miami
Elia Cafe & Mediterranean Products,"Elia Cafe & Mediterranean Products, 196 NW 36th St, Miami, FL 33127",0x88d9b14dfd9bdaa1:0xd7fc2f1907552607,25.810150099999998,-80.1992721,"Cafe, Market, Delivery Restaurant",4.5,27,1,1,1,0,FL,Miami
Isla Del Encanto,"Isla Del Encanto, 12100 SW 127th Ave, Miami, FL 33186",0x88d9c10d0f4dd40b:0x3ef4c258482b8d5d,25.656348899999998,-80.401299,Restaurant,4.5,25,1,1,1,0,FL,Miami
Gracies Grill,"Gracies Grill, 10700 NW 8th Ave # Gc, Miami, FL 33168",0x88d9b1bfa932e161:0xd9dd722eb6b2d21,25.8730011,-80.212313,Bar & grill,4.5,4,1,1,1,0,FL,Miami
Crafty Crab - The Falls,"Crafty Crab - The Falls, 8705 SW 136th St, Miami, FL 33176",0x88d9c7cd12db0959:0x99c4e9caf23d4dd5,25.6454164,-80.3347577,Restaurant,4.5,55,1,1,1,0,FL,Miami
Smoothie King,"Smoothie King, 11399 S Dixie Hwy, Miami, FL 33156",0x88d9c6f8d88f424b:0x8ac57661936d90ba,25.66446,-80.32385,"Juice shop, Fast food restaurant, Health food restaurant, Delivery Restaurant, Takeout Restaurant, Vitamin & supplements store",4.6,37,1,1,1,0,FL,Miami
Andy's Pizzeria,"Andy's Pizzeria, 15725 SW 72nd St #158, Miami, FL 33193",0x88d9c023b9c7251b:0xeb35c7b934e7cfc3,25.7005004,-80.44767,"Italian restaurant, Pizza delivery, Pizza Takeout",4.6,126,1,1,1,0,FL,Miami
Fire Kitchen and Bar,"Fire Kitchen and Bar, 8303 NE 2nd Ave, Miami, FL 33138",0x88d9b14854722281:0x2391c3fae553d7ce,25.8515959,-80.1926194,Restaurant,4.6,38,1,1,1,0,FL,Miami
Egg Sandwich,"Egg Sandwich, 20090 SW 177th Ave, Miami, FL 33187",0x88d9e9cfa813c6fd:0x34e3de2124d7501a,25.5789868,-80.4789282,Restaurant,4.7,6,1,1,0,0,FL,Miami
Society Nutrition,"Society Nutrition, 92 SW 3rd St CU3, Miami, FL 33130",0x88d9b7e4f1e1127f:0x936d591bce2039ba,25.7694913,-80.1950129,Health food restaurant,4.7,8,1,1,1,0,FL,Miami
